record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
105,2023-10-31 06:56:00,Indiranagar,13.025405,77.720044,Tuesday,6,Light,Cloudy,Dry,Car,Moderate,Minor,Distracted Driving,Unknown,0,2,CMH Road,17478,44.17,33.35,0,66.16,57.44,Tuesday,Morning,1,10,0
106,2023-04-16 22:47:00,Indiranagar,13.11367,77.712292,Sunday,22,Light,Foggy,Wet,Auto Rickshaw,Unknown,No Injury,Ignoring Signal,Unknown,0,0,100 Feet Road,35374,20.66,54.15,0,44.93,86.21,Sunday,Night,6,4,1
107,2023-02-12 22:46:00,HSR Layout,12.93339,77.645497,Sunday,22,Light,Clear,Dry,Bicycle,Severe,Fatal,Drunk Driving,No Helmet,2,1,27th Main Road,52707,5.45,86.09,0,73.13,54.24,Sunday,Night,6,2,1
108,2023-12-04 05:45:00,Whitefield,12.912312,77.586372,Monday,5,Light,Raining,Dry,Truck,Minor,Minor,Drunk Driving,Unknown,0,1,Marathahalli Bridge,13635,47.61,30.0,0,77.11,72.42,Monday,Morning,0,12,0
109,2023-10-13 04:15:00,HSR Layout,12.886049,77.71785,Friday,4,Light,Cloudy,Under Construction,Auto Rickshaw,Unknown,No Injury,Speeding,Overspeeding,0,0,27th Main Road,48592,13.83,81.6,1,39.02,89.28,Friday,Night,4,10,0
110,2023-07-08 05:16:00,Koramangala,13.066552,77.704826,Saturday,5,Light,Cloudy,Under Construction,Truck,Minor,Minor,Speeding,No Helmet,0,1,Sony World Junction,48824,15.92,72.81,0,37.47,86.5,Saturday,Morning,5,7,1
111,2023-10-27 04:31:00,Indiranagar,12.893643,77.498532,Friday,4,Light,Clear,Under Construction,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,2,100 Feet Road,59467,13.76,96.19,1,52.54,97.43,Friday,Night,4,10,0
112,2023-01-28 17:22:00,Indiranagar,12.990597,77.55314,Saturday,17,Heavy,Clear,Under Construction,Truck,Severe,Fatal,Drunk Driving,No Helmet,2,1,100 Feet Road,52634,14.21,82.06,0,65.44,81.19,Saturday,Evening,5,1,1
113,2023-07-05 23:36:00,Whitefield,12.916503,77.555939,Wednesday,23,Light,Haze,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,Unknown,0,1,ITPL Main Road,46627,13.98,81.31,0,31.89,79.14,Wednesday,Night,2,7,0
114,2023-01-24 20:39:00,Indiranagar,12.979272,77.498699,Tuesday,20,Very Heavy,Foggy,Dry,Bus,Moderate,Serious,Speeding,Overspeeding,0,1,100 Feet Road,38170,25.43,54.64,0,65.11,73.82,Tuesday,Evening,1,1,0
115,2023-07-11 22:39:00,Koramangala,12.949263,77.686889,Tuesday,22,Light,Haze,Wet,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,80 Feet Road,56283,14.37,83.99,0,69.67,62.24,Tuesday,Night,1,7,0
116,2023-05-07 18:07:00,HSR Layout,13.056431,77.580404,Sunday,18,Heavy,Raining,Dry,Auto Rickshaw,Minor,Minor,Speeding,Unknown,0,1,27th Main Road,38549,22.72,59.91,1,31.81,66.78,Sunday,Evening,6,5,1
117,2023-07-29 06:10:00,Jayanagar,12.889405,77.726741,Saturday,6,Moderate,Haze,Potholes,Truck,Moderate,Serious,Speeding,Overspeeding,0,4,4th Block Complex,31557,24.73,45.57,1,61.84,65.38,Saturday,Morning,5,7,1
118,2023-05-04 08:19:00,Koramangala,12.954259,77.744093,Thursday,8,Heavy,Overcast,Dry,Car,Moderate,Minor,Distracted Driving,Unknown,0,2,Sony World Junction,15080,44.82,30.0,4,73.52,84.83,Thursday,Morning,3,5,0
119,2023-02-27 21:36:00,Jayanagar,12.918504,77.57798,Monday,21,Moderate,Overcast,Wet,Motorcycle,Minor,Minor,Ignoring Signal,Overspeeding,0,1,South End Circle,13317,46.24,30.0,1,48.23,67.05,Monday,Night,0,2,0
120,2023-10-26 22:21:00,Koramangala,12.848351,77.566324,Thursday,22,Light,Cloudy,Under Construction,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,80 Feet Road,41771,22.63,64.95,0,62.88,90.11,Thursday,Night,3,10,0
121,2023-04-12 14:12:00,HSR Layout,12.852917,77.482888,Wednesday,14,Moderate,Cloudy,Wet,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,27th Main Road,25047,36.11,39.25,3,63.11,60.65,Wednesday,Afternoon,2,4,0
122,2023-07-13 14:46:00,Indiranagar,12.826358,77.489609,Thursday,14,Moderate,Foggy,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Unknown,0,2,CMH Road,17086,43.03,31.88,0,51.36,67.19,Thursday,Afternoon,3,7,0
123,2023-07-27 09:23:00,Indiranagar,13.068326,77.521321,Thursday,9,Heavy,Haze,Dry,Truck,Severe,Fatal,Drunk Driving,Jumping Signal,2,2,CMH Road,24454,32.34,44.27,0,70.46,90.29,Thursday,Morning,3,7,0
124,2023-01-11 04:01:00,Koramangala,12.903327,77.645398,Wednesday,4,Moderate,Haze,Dry,Bus,Moderate,Minor,Drunk Driving,No Helmet,0,1,Sony World Junction,40661,22.54,59.86,0,76.27,58.46,Wednesday,Night,2,1,0
125,2023-04-27 04:49:00,Jayanagar,12.927981,77.544878,Thursday,4,Light,Raining,Wet,Motorcycle,Moderate,Serious,Drunk Driving,Jumping Signal,0,1,4th Block Complex,31168,30.08,49.8,1,32.0,86.83,Thursday,Night,3,4,0
126,2023-10-24 14:44:00,HSR Layout,12.947574,77.628987,Tuesday,14,Moderate,Haze,Wet,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,1,Outer Ring Road,31388,24.86,55.73,0,58.49,96.07,Tuesday,Afternoon,1,10,0
127,2023-08-27 04:16:00,Jayanagar,13.073494,77.472993,Sunday,4,Light,Raining,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,South End Circle,43266,13.54,75.01,0,59.26,51.41,Sunday,Night,6,8,1
128,2023-09-28 11:21:00,Koramangala,13.022595,77.685611,Thursday,11,Heavy,Cloudy,Wet,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,80 Feet Road,53677,10.54,88.03,0,31.88,73.1,Thursday,Morning,3,9,0
129,2023-12-06 01:20:00,Jayanagar,12.997587,77.724271,Wednesday,1,Light,Raining,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,54480,5.92,83.56,1,40.66,99.76,Wednesday,Night,2,12,0
130,2023-08-04 18:27:00,Indiranagar,12.95031,77.650496,Friday,18,Very Heavy,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,CMH Road,49721,13.72,80.32,0,32.79,59.32,Friday,Evening,4,8,0
131,2023-05-20 05:44:00,Jayanagar,12.830609,77.510915,Saturday,5,Moderate,Haze,Wet,Truck,Moderate,Minor,Drunk Driving,Unknown,0,1,4th Block Complex,35264,22.99,49.67,0,34.0,67.2,Saturday,Morning,5,5,1
132,2023-03-15 19:45:00,Koramangala,12.828975,77.515948,Wednesday,19,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Speeding,No Helmet,0,2,Sony World Junction,26170,33.24,38.18,0,77.28,91.41,Wednesday,Evening,2,3,0
133,2023-09-02 16:13:00,Jayanagar,13.024927,77.680437,Saturday,16,Light,Raining,Wet,Truck,Minor,Minor,Drunk Driving,Unknown,0,1,4th Block Complex,43384,14.89,67.58,1,31.67,64.88,Saturday,Afternoon,5,9,1
134,2023-02-20 11:44:00,Whitefield,12.976259,77.470986,Monday,11,Heavy,Foggy,Under Construction,Car,Minor,Minor,Distracted Driving,No Helmet,0,2,Marathahalli Bridge,29553,28.12,49.67,0,74.57,71.24,Monday,Morning,0,2,0
135,2023-12-03 20:36:00,Whitefield,12.82469,77.716765,Sunday,20,Very Heavy,Haze,Wet,Bus,Moderate,Serious,Distracted Driving,Overspeeding,0,1,Marathahalli Bridge,55967,10.06,87.47,0,38.33,83.47,Sunday,Evening,6,12,1
136,2023-02-24 10:11:00,Whitefield,12.85175,77.742472,Friday,10,Very Heavy,Clear,Dry,Car,Minor,Minor,Speeding,Unknown,0,2,ITPL Main Road,41455,18.87,66.58,0,40.58,92.49,Friday,Morning,4,2,0
137,2023-05-02 01:51:00,Whitefield,13.098195,77.584551,Tuesday,1,Moderate,Foggy,Dry,Bus,Moderate,Minor,Distracted Driving,Unknown,0,2,ITPL Main Road,51997,10.25,82.38,1,37.44,62.14,Tuesday,Night,1,5,0
138,2023-05-14 05:26:00,Indiranagar,12.848762,77.565812,Sunday,5,Light,Raining,Dry,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,53540,5.39,79.68,4,45.92,79.31,Sunday,Morning,6,5,1
139,2023-11-09 16:47:00,Whitefield,12.884349,77.703999,Thursday,16,Moderate,Clear,Dry,Bus,Moderate,Minor,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,46309,13.12,80.52,2,69.88,97.17,Thursday,Afternoon,3,11,0
140,2023-07-14 14:54:00,Indiranagar,12.851188,77.562566,Friday,14,Light,Cloudy,Potholes,Bus,Moderate,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,52655,11.07,87.58,0,40.62,80.65,Friday,Afternoon,4,7,0
141,2023-07-28 19:31:00,Whitefield,13.074072,77.453679,Friday,19,Very Heavy,Foggy,Potholes,Motorcycle,Moderate,Minor,Speeding,No Helmet,0,2,Marathahalli Bridge,58330,8.05,90.01,0,80.43,58.35,Friday,Evening,4,7,0
142,2023-01-19 13:04:00,Koramangala,12.853684,77.450958,Thursday,13,Moderate,Cloudy,Potholes,Truck,Unknown,No Injury,Distracted Driving,Unknown,0,0,80 Feet Road,13423,42.94,30.0,0,42.88,66.88,Thursday,Afternoon,3,1,0
143,2023-03-03 05:33:00,HSR Layout,13.106597,77.603243,Friday,5,Light,Overcast,Wet,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,27th Main Road,46850,16.63,71.93,0,77.27,89.89,Friday,Morning,4,3,0
144,2023-08-11 20:35:00,Whitefield,12.889677,77.5161,Friday,20,Heavy,Cloudy,Dry,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,ITPL Main Road,53380,11.71,93.54,0,68.04,85.9,Friday,Evening,4,8,0
145,2023-02-02 17:11:00,Jayanagar,12.876007,77.637622,Thursday,17,Very Heavy,Cloudy,Under Construction,Car,Moderate,Minor,Ignoring Signal,Unknown,0,1,4th Block Complex,57122,13.27,86.8,0,56.97,96.69,Thursday,Evening,3,2,0
146,2023-05-12 04:29:00,Koramangala,13.059329,77.709449,Friday,4,Light,Cloudy,Dry,Car,Moderate,Minor,Distracted Driving,Unknown,0,1,Sony World Junction,45176,10.31,72.56,0,55.59,70.01,Friday,Night,4,5,0
147,2023-09-27 09:27:00,Indiranagar,13.003039,77.494953,Wednesday,9,Heavy,Raining,Dry,Truck,Severe,Serious,Ignoring Signal,Overspeeding,0,3,CMH Road,9221,48.19,30.0,0,30.87,53.19,Wednesday,Morning,2,9,0
148,2023-11-21 01:50:00,Indiranagar,12.923479,77.450737,Tuesday,1,Moderate,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,Jumping Signal,0,2,100 Feet Road,30825,31.13,44.52,0,51.21,54.1,Tuesday,Night,1,11,0
149,2023-03-22 20:17:00,Koramangala,13.022518,77.459075,Wednesday,20,Very Heavy,Cloudy,Wet,Motorcycle,Moderate,Serious,Speeding,Overspeeding,0,2,Sony World Junction,59637,8.97,92.02,0,81.59,65.38,Wednesday,Evening,2,3,0
150,2023-11-26 12:05:00,HSR Layout,13.05648,77.582639,Sunday,12,Light,Overcast,Wet,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,27th Main Road,21778,42.97,34.64,0,36.62,84.92,Sunday,Afternoon,6,11,1
151,2023-09-10 04:48:00,Jayanagar,13.036313,77.731109,Sunday,4,Light,Raining,Wet,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,South End Circle,24858,33.96,32.21,0,31.53,74.79,Sunday,Night,6,9,1
152,2023-01-27 07:41:00,Jayanagar,12.848627,77.562155,Friday,7,Light,Overcast,Wet,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,South End Circle,44027,11.14,65.43,0,69.45,88.93,Friday,Morning,4,1,0
153,2023-02-19 18:24:00,HSR Layout,12.905235,77.445673,Sunday,18,Very Heavy,Cloudy,Potholes,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,Outer Ring Road,14003,48.68,30.0,0,80.07,76.57,Sunday,Evening,6,2,1
154,2023-11-04 11:10:00,Whitefield,13.048559,77.699765,Saturday,11,Heavy,Overcast,Under Construction,Bicycle,Moderate,Serious,Distracted Driving,Jumping Signal,0,4,Marathahalli Bridge,31065,30.38,48.82,0,58.75,94.03,Saturday,Morning,5,11,1
155,2023-09-20 08:12:00,Jayanagar,12.839636,77.557321,Wednesday,8,Very Heavy,Raining,Under Construction,Truck,Minor,Minor,Ignoring Signal,Unknown,0,1,4th Block Complex,48164,13.31,70.8,0,39.46,55.39,Wednesday,Morning,2,9,0
156,2023-02-18 01:25:00,Whitefield,12.920294,77.740753,Saturday,1,Moderate,Cloudy,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,2,ITPL Main Road,28017,26.99,51.07,0,57.28,85.14,Saturday,Night,5,2,1
157,2023-06-05 01:41:00,HSR Layout,13.006172,77.487163,Monday,1,Moderate,Cloudy,Wet,Bus,Unknown,No Injury,Speeding,Unknown,0,0,27th Main Road,31497,29.58,45.3,0,36.03,67.39,Monday,Night,0,6,0
158,2023-01-25 10:36:00,Jayanagar,12.994844,77.701529,Wednesday,10,Heavy,Cloudy,Potholes,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Unknown,0,2,4th Block Complex,42018,22.89,63.53,1,70.2,54.55,Wednesday,Morning,2,1,0
159,2023-10-03 10:12:00,HSR Layout,12.945877,77.692132,Tuesday,10,Very Heavy,Raining,Dry,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,27th Main Road,35875,19.25,52.09,2,39.02,65.78,Tuesday,Morning,1,10,0
160,2023-12-15 04:52:00,Jayanagar,13.012818,77.695567,Friday,4,Moderate,Haze,Wet,Car,Moderate,Minor,Drunk Driving,Unknown,0,2,South End Circle,42314,14.41,70.1,0,68.65,86.61,Friday,Night,4,12,0
161,2023-06-21 04:18:00,Koramangala,12.837161,77.528774,Wednesday,4,Light,Foggy,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Sony World Junction,26547,37.28,41.43,0,57.09,80.19,Wednesday,Night,2,6,0
162,2023-02-05 01:47:00,Koramangala,13.065081,77.728196,Sunday,1,Light,Haze,Wet,Motorcycle,Minor,Minor,Drunk Driving,Unknown,0,2,Sony World Junction,53531,14.7,92.63,0,64.36,85.31,Sunday,Night,6,2,1
163,2023-06-14 19:34:00,Indiranagar,13.120928,77.543792,Wednesday,19,Very Heavy,Overcast,Potholes,Bicycle,Minor,Minor,Distracted Driving,Unknown,0,1,100 Feet Road,50690,12.48,76.98,0,30.62,90.33,Wednesday,Evening,2,6,0
164,2023-10-30 17:25:00,Indiranagar,13.076265,77.68975,Monday,17,Very Heavy,Clear,Dry,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,100 Feet Road,42206,16.93,65.12,0,53.16,95.8,Monday,Evening,0,10,0
165,2023-09-04 22:01:00,Whitefield,12.956059,77.622522,Monday,22,Light,Foggy,Dry,Car,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,30402,30.6,40.73,0,66.32,59.24,Monday,Night,0,9,0
166,2023-03-20 20:07:00,Jayanagar,12.991742,77.606301,Monday,20,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,4th Block Complex,29274,29.73,51.13,0,32.64,93.22,Monday,Evening,0,3,0
167,2023-10-10 18:23:00,HSR Layout,12.9588,77.536764,Tuesday,18,Very Heavy,Raining,Under Construction,Truck,Minor,Minor,Drunk Driving,No Helmet,0,2,Outer Ring Road,10845,47.18,30.0,1,67.53,66.73,Tuesday,Evening,1,10,0
168,2023-11-05 16:23:00,Jayanagar,12.892778,77.535867,Sunday,16,Moderate,Raining,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Unknown,0,2,4th Block Complex,58404,9.74,100.0,3,57.7,98.54,Sunday,Afternoon,6,11,1
169,2023-07-13 17:50:00,Jayanagar,12.967102,77.554767,Thursday,17,Heavy,Clear,Potholes,Truck,Minor,Minor,Distracted Driving,Jumping Signal,0,2,South End Circle,27573,29.42,42.5,1,33.7,77.46,Thursday,Evening,3,7,0
170,2023-04-27 03:28:00,Indiranagar,12.934957,77.497407,Thursday,3,Moderate,Cloudy,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,No Helmet,0,2,CMH Road,57818,7.55,100.0,0,31.92,79.77,Thursday,Night,3,4,0
171,2023-05-31 06:50:00,Koramangala,12.873726,77.678133,Wednesday,6,Moderate,Foggy,Dry,Motorcycle,Severe,Serious,Speeding,No Helmet,0,1,Sony World Junction,34023,27.77,47.64,0,42.47,53.88,Wednesday,Morning,2,5,0
172,2023-06-08 19:43:00,Whitefield,13.091306,77.544367,Thursday,19,Very Heavy,Overcast,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,1,ITPL Main Road,37705,18.88,59.02,0,59.9,80.32,Thursday,Evening,3,6,0
173,2023-02-23 15:03:00,Koramangala,13.024952,77.505904,Thursday,15,Light,Foggy,Potholes,Car,Moderate,Minor,Speeding,Unknown,0,2,Sony World Junction,23492,38.17,42.56,1,55.3,76.12,Thursday,Afternoon,3,2,0
174,2023-03-08 14:40:00,HSR Layout,13.026049,77.588345,Wednesday,14,Light,Foggy,Wet,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Outer Ring Road,24034,36.71,34.2,0,63.56,57.2,Wednesday,Afternoon,2,3,0
175,2023-08-25 18:24:00,Indiranagar,13.05589,77.462819,Friday,18,Very Heavy,Raining,Potholes,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,2,100 Feet Road,34284,24.14,52.36,1,39.67,97.39,Friday,Evening,4,8,0
176,2023-03-24 03:31:00,Jayanagar,13.007843,77.477611,Friday,3,Moderate,Clear,Under Construction,Motorcycle,Moderate,Serious,Speeding,Unknown,0,4,4th Block Complex,5051,58.35,30.0,0,84.82,51.41,Friday,Night,4,3,0
177,2023-05-16 03:15:00,Jayanagar,13.09731,77.679116,Tuesday,3,Moderate,Clear,Potholes,Motorcycle,Severe,Serious,Drunk Driving,Unknown,0,2,South End Circle,9809,49.8,30.0,0,62.81,57.71,Tuesday,Night,1,5,0
178,2023-11-27 09:09:00,Indiranagar,12.964306,77.591437,Monday,9,Very Heavy,Foggy,Dry,Motorcycle,Unknown,No Injury,Ignoring Signal,Overspeeding,0,0,100 Feet Road,45626,9.42,71.92,1,76.29,87.59,Monday,Morning,0,11,0
179,2023-08-15 19:35:00,Jayanagar,12.961,77.61703,Tuesday,19,Very Heavy,Raining,Potholes,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,40708,17.7,61.96,0,82.68,99.0,Tuesday,Evening,1,8,0
180,2023-12-04 06:45:00,Whitefield,12.9498,77.725132,Monday,6,Light,Foggy,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,Unknown,0,2,Marathahalli Bridge,13635,47.61,30.0,0,77.11,72.42,Monday,Morning,0,12,0
181,2023-11-20 13:14:00,Koramangala,12.913678,77.608027,Monday,13,Light,Clear,Under Construction,Car,Moderate,Serious,Distracted Driving,Jumping Signal,0,4,80 Feet Road,11992,43.26,30.0,1,81.09,78.57,Monday,Afternoon,0,11,0
182,2023-07-16 19:27:00,Jayanagar,12.956962,77.663447,Sunday,19,Very Heavy,Clear,Dry,Bicycle,Moderate,Minor,Speeding,No Helmet,0,1,4th Block Complex,42347,12.73,65.64,0,66.42,85.68,Sunday,Evening,6,7,1
183,2023-03-07 17:11:00,Indiranagar,13.118649,77.503251,Tuesday,17,Very Heavy,Haze,Dry,Car,Moderate,Minor,Distracted Driving,Unknown,0,1,CMH Road,10566,54.36,30.0,0,44.01,97.05,Tuesday,Evening,1,3,0
184,2023-06-10 09:56:00,Indiranagar,13.113096,77.47365,Saturday,9,Heavy,Cloudy,Wet,Car,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,CMH Road,17463,37.78,30.0,0,36.52,82.11,Saturday,Morning,5,6,1
185,2023-03-09 21:25:00,Koramangala,12.852322,77.560751,Thursday,21,Light,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,2,Sony World Junction,54161,13.86,90.28,0,48.9,95.58,Thursday,Night,3,3,0
186,2023-09-21 13:01:00,HSR Layout,13.018867,77.469945,Thursday,13,Light,Clear,Under Construction,Bus,Moderate,Serious,Ignoring Signal,Jumping Signal,0,4,Outer Ring Road,42149,13.67,64.59,1,43.85,63.5,Thursday,Afternoon,3,9,0
187,2023-03-05 18:21:00,Indiranagar,12.997485,77.580479,Sunday,18,Heavy,Raining,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,CMH Road,52372,11.28,84.61,0,56.06,80.33,Sunday,Evening,6,3,1
188,2023-12-16 00:01:00,Koramangala,12.830085,77.569435,Saturday,0,Moderate,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,26896,35.55,41.88,0,56.73,84.64,Saturday,Night,5,12,1
189,2023-02-18 11:16:00,Indiranagar,13.019408,77.495567,Saturday,11,Heavy,Overcast,Dry,Truck,Minor,Minor,Ignoring Signal,Unknown,0,2,100 Feet Road,24103,36.45,42.5,0,84.8,53.15,Saturday,Morning,5,2,1
190,2023-10-31 15:26:00,Jayanagar,12.945021,77.63795,Tuesday,15,Moderate,Raining,Under Construction,Bus,Minor,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,59834,6.72,94.52,0,34.17,91.9,Tuesday,Afternoon,1,10,0
191,2023-03-30 18:49:00,Whitefield,13.009268,77.68897,Thursday,18,Very Heavy,Raining,Wet,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,Marathahalli Bridge,43079,14.06,68.9,1,37.19,53.7,Thursday,Evening,3,3,0
192,2023-11-26 01:19:00,Koramangala,13.087374,77.727917,Sunday,1,Moderate,Haze,Potholes,Car,Severe,Serious,Speeding,Jumping Signal,0,4,80 Feet Road,47535,12.64,79.22,1,76.75,76.99,Sunday,Night,6,11,1
193,2023-07-10 01:55:00,Koramangala,13.046138,77.524552,Monday,1,Moderate,Raining,Dry,Auto Rickshaw,Severe,Fatal,Distracted Driving,Overspeeding,1,2,Sony World Junction,56433,11.77,97.44,0,37.95,90.76,Monday,Night,0,7,0
194,2023-11-14 07:41:00,Jayanagar,13.076972,77.568888,Tuesday,7,Light,Cloudy,Wet,Motorcycle,Minor,Minor,Distracted Driving,Unknown,0,1,4th Block Complex,49724,10.6,80.9,0,37.97,53.31,Tuesday,Morning,1,11,0
195,2023-03-02 19:04:00,HSR Layout,12.935329,77.658058,Thursday,19,Very Heavy,Overcast,Wet,Bicycle,Unknown,No Injury,Speeding,Unknown,0,0,Outer Ring Road,14741,46.5,30.0,0,47.12,70.7,Thursday,Evening,3,3,0
196,2023-10-23 07:06:00,HSR Layout,12.996924,77.536656,Monday,7,Moderate,Raining,Dry,Car,Unknown,No Injury,Speeding,Jumping Signal,0,0,Outer Ring Road,19456,37.61,34.21,0,45.03,97.18,Monday,Morning,0,10,0
197,2023-09-20 15:53:00,Koramangala,12.962367,77.727318,Wednesday,15,Moderate,Overcast,Dry,Bicycle,Moderate,Minor,Drunk Driving,Unknown,0,1,Sony World Junction,49008,6.02,80.19,0,47.18,84.89,Wednesday,Afternoon,2,9,0
198,2023-01-17 23:26:00,Koramangala,12.884816,77.733461,Tuesday,23,Light,Overcast,Wet,Bus,Severe,Serious,Speeding,Jumping Signal,0,4,Sony World Junction,34736,27.32,57.44,0,83.98,83.38,Tuesday,Night,1,1,0
199,2023-06-25 13:44:00,Jayanagar,13.117058,77.598869,Sunday,13,Moderate,Haze,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,1,South End Circle,39920,23.6,58.2,0,35.98,66.7,Sunday,Afternoon,6,6,1
200,2023-10-02 21:58:00,Jayanagar,12.850757,77.54115,Monday,21,Moderate,Clear,Potholes,Bicycle,Moderate,Serious,Distracted Driving,Unknown,0,4,South End Circle,17108,41.8,30.0,0,72.47,83.77,Monday,Night,0,10,0
201,2023-11-28 07:19:00,Jayanagar,12.946052,77.452423,Tuesday,7,Light,Clear,Potholes,Truck,Severe,Serious,Distracted Driving,No Helmet,0,2,4th Block Complex,43291,17.84,69.74,0,55.1,61.27,Tuesday,Morning,1,11,0
202,2023-11-19 11:38:00,Jayanagar,13.035759,77.581076,Sunday,11,Very Heavy,Raining,Potholes,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,51685,14.2,88.63,0,73.44,66.55,Sunday,Morning,6,11,1
203,2023-12-01 22:49:00,Jayanagar,13.015,77.66552,Friday,22,Moderate,Overcast,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,South End Circle,49513,9.12,83.42,4,81.21,97.79,Friday,Night,4,12,0
204,2023-10-08 23:10:00,Indiranagar,13.048751,77.597405,Sunday,23,Light,Overcast,Wet,Bicycle,Minor,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,7569,54.91,30.0,1,51.6,69.41,Sunday,Night,6,10,1
205,2023-12-02 17:33:00,Indiranagar,13.118671,77.667656,Saturday,17,Heavy,Cloudy,Wet,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,18247,37.39,32.67,0,39.98,82.09,Saturday,Evening,5,12,1
206,2023-03-29 02:39:00,Koramangala,12.951638,77.740527,Wednesday,2,Light,Clear,Under Construction,Bicycle,Minor,Minor,Distracted Driving,Unknown,0,1,80 Feet Road,23562,40.6,44.19,0,31.35,89.63,Wednesday,Night,2,3,0
207,2023-05-01 08:29:00,Indiranagar,12.830501,77.618784,Monday,8,Heavy,Clear,Under Construction,Motorcycle,Severe,Serious,Drunk Driving,Unknown,0,1,CMH Road,32676,26.67,55.59,0,56.7,87.16,Monday,Morning,0,5,0
208,2023-05-10 14:36:00,Koramangala,12.913983,77.562394,Wednesday,14,Light,Overcast,Wet,Car,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,80 Feet Road,21685,34.78,30.0,0,67.45,66.35,Wednesday,Afternoon,2,5,0
209,2023-02-17 19:57:00,Indiranagar,12.913772,77.651858,Friday,19,Very Heavy,Raining,Dry,Truck,Severe,Fatal,Ignoring Signal,Overspeeding,1,3,100 Feet Road,57939,9.75,98.62,0,53.49,74.29,Friday,Evening,4,2,0
210,2023-01-29 08:51:00,Indiranagar,12.934636,77.715756,Sunday,8,Heavy,Raining,Under Construction,Bus,Severe,Fatal,Distracted Driving,No Helmet,1,3,CMH Road,33347,24.23,57.55,0,45.04,65.55,Sunday,Morning,6,1,1
