record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
123,7/27/2023 9:23,Indiranagar,13.068326,77.521321,Thursday,9,Heavy,Haze,Dry,Truck,Severe,Fatal,Drunk Driving,Jumping Signal,2,2,CMH Road,24454,32.34,44.27,0,70.46,90.29
124,1/11/2023 4:01,Koramangala,12.903327,77.645398,Wednesday,4,Moderate,Haze,Dry,Bus,Moderate,Minor,Drunk Driving,No Helmet,0,1,Sony World Junction,40661,22.54,59.86,0,76.27,58.46
125,4/27/2023 4:49,Jayanagar,12.927981,77.544878,Thursday,4,Light,Raining,Wet,Motorcycle,Moderate,Serious,Drunk Driving,Jumping Signal,0,1,4th Block Complex,31168,30.08,49.8,1,32,86.83
126,10/24/2023 14:44,HSR Layout,12.947574,77.628987,Tuesday,14,Moderate,Haze,Wet,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,1,Outer Ring Road,31388,24.86,55.73,0,58.49,96.07
127,8/27/2023 4:16,Jayanagar,13.073494,77.472993,Sunday,4,Light,Raining,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,South End Circle,43266,13.54,75.01,0,59.26,51.41
128,9/28/2023 11:21,Koramangala,13.022595,77.685611,Thursday,11,Heavy,Cloudy,Wet,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,80 Feet Road,53677,10.54,88.03,0,31.88,73.1
129,12/6/2023 1:20,Jayanagar,12.997587,77.724271,Wednesday,1,Light,Raining,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,54480,5.92,83.56,1,40.66,99.76
130,8/4/2023 18:27,Indiranagar,12.95031,77.650496,Friday,18,Very Heavy,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,CMH Road,49721,13.72,80.32,0,32.79,59.32
131,5/20/2023 5:44,Jayanagar,12.830609,77.510915,Saturday,5,Moderate,Haze,Wet,Truck,Moderate,Minor,Drunk Driving,None,0,1,4th Block Complex,35264,22.99,49.67,0,34,67.2
132,3/15/2023 19:45,Koramangala,12.828975,77.515948,Wednesday,19,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Speeding,No Helmet,0,2,Sony World Junction,26170,33.24,38.18,0,77.28,91.41
133,9/2/2023 16:13,Jayanagar,13.024927,77.680437,Saturday,16,Light,Raining,Wet,Truck,Minor,Minor,Drunk Driving,None,0,1,4th Block Complex,43384,14.89,67.58,1,31.67,64.88
134,2/20/2023 11:44,Whitefield,12.976259,77.470986,Monday,11,Heavy,Foggy,Under Construction,Car,Minor,Minor,Distracted Driving,No Helmet,0,2,Marathahalli Bridge,29553,28.12,49.67,0,74.57,71.24
135,12/3/2023 20:36,Whitefield,12.82469,77.716765,Sunday,20,Very Heavy,Haze,Wet,Bus,Moderate,Serious,Distracted Driving,Overspeeding,0,1,Marathahalli Bridge,55967,10.06,87.47,0,38.33,83.47
136,2/24/2023 10:11,Whitefield,12.85175,77.742472,Friday,10,Very Heavy,Clear,Dry,Car,Minor,Minor,Speeding,None,0,2,ITPL Main Road,41455,18.87,66.58,0,40.58,92.49
137,5/2/2023 1:51,Whitefield,13.098195,77.584551,Tuesday,1,Moderate,Foggy,Dry,Bus,Moderate,Minor,Distracted Driving,None,0,2,ITPL Main Road,51997,10.25,82.38,1,37.44,62.14
138,5/14/2023 5:26,Indiranagar,12.848762,77.565812,Sunday,5,Light,Raining,Dry,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,53540,5.39,79.68,4,45.92,79.31
139,11/9/2023 16:47,Whitefield,12.884349,77.703999,Thursday,16,Moderate,Clear,Dry,Bus,Moderate,Minor,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,46309,13.12,80.52,2,69.88,97.17
140,7/14/2023 14:54,Indiranagar,12.851188,77.562566,Friday,14,Light,Cloudy,Potholes,Bus,Moderate,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,52655,11.07,87.58,0,40.62,80.65
141,7/28/2023 19:31,Whitefield,13.074072,77.453679,Friday,19,Very Heavy,Foggy,Potholes,Motorcycle,Moderate,Minor,Speeding,No Helmet,0,2,Marathahalli Bridge,58330,8.05,90.01,0,80.43,58.35
142,1/19/2023 13:04,Koramangala,12.853684,77.450958,Thursday,13,Moderate,Cloudy,Potholes,Truck,None,No Injury,Distracted Driving,None,0,0,80 Feet Road,13423,42.94,30,0,42.88,66.88
143,3/3/2023 5:33,HSR Layout,13.106597,77.603243,Friday,5,Light,Overcast,Wet,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,27th Main Road,46850,16.63,71.93,0,77.27,89.89
144,8/11/2023 20:35,Whitefield,12.889677,77.5161,Friday,20,Heavy,Cloudy,Dry,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,ITPL Main Road,53380,11.71,93.54,0,68.04,85.9
145,2/2/2023 17:11,Jayanagar,12.876007,77.637622,Thursday,17,Very Heavy,Cloudy,Under Construction,Car,Moderate,Minor,Ignoring Signal,None,0,1,4th Block Complex,57122,13.27,86.8,0,56.97,96.69
146,5/12/2023 4:29,Koramangala,13.059329,77.709449,Friday,4,Light,Cloudy,Dry,Car,Moderate,Minor,Distracted Driving,None,0,1,Sony World Junction,45176,10.31,72.56,0,55.59,70.01
147,9/27/2023 9:27,Indiranagar,13.003039,77.494953,Wednesday,9,Heavy,Raining,Dry,Truck,Severe,Serious,Ignoring Signal,Overspeeding,0,3,CMH Road,9221,48.19,30,0,30.87,53.19
148,11/21/2023 1:50,Indiranagar,12.923479,77.450737,Tuesday,1,Moderate,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,Jumping Signal,0,2,100 Feet Road,30825,31.13,44.52,0,51.21,54.1
149,3/22/2023 20:17,Koramangala,13.022518,77.459075,Wednesday,20,Very Heavy,Cloudy,Wet,Motorcycle,Moderate,Serious,Speeding,Overspeeding,0,2,Sony World Junction,59637,8.97,92.02,0,81.59,65.38
150,11/26/2023 12:05,HSR Layout,13.05648,77.582639,Sunday,12,Light,Overcast,Wet,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,27th Main Road,21778,42.97,34.64,0,36.62,84.92
151,9/10/2023 4:48,Jayanagar,13.036313,77.731109,Sunday,4,Light,Raining,Wet,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,South End Circle,24858,33.96,32.21,0,31.53,74.79
152,1/27/2023 7:41,Jayanagar,12.848627,77.562155,Friday,7,Light,Overcast,Wet,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,South End Circle,44027,11.14,65.43,0,69.45,88.93
153,2/19/2023 18:24,HSR Layout,12.905235,77.445673,Sunday,18,Very Heavy,Cloudy,Potholes,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,Outer Ring Road,14003,48.68,30,0,80.07,76.57
154,11/4/2023 11:10,Whitefield,13.048559,77.699765,Saturday,11,Heavy,Overcast,Under Construction,Bicycle,Moderate,Serious,Distracted Driving,Jumping Signal,0,4,Marathahalli Bridge,31065,30.38,48.82,0,58.75,94.03
155,9/20/2023 8:12,Jayanagar,12.839636,77.557321,Wednesday,8,Very Heavy,Raining,Under Construction,Truck,Minor,Minor,Ignoring Signal,None,0,1,4th Block Complex,48164,13.31,70.8,0,39.46,55.39
156,2/18/2023 1:25,Whitefield,12.920294,77.740753,Saturday,1,Moderate,Cloudy,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,2,ITPL Main Road,28017,26.99,51.07,0,57.28,85.14
157,6/5/2023 1:41,HSR Layout,13.006172,77.487163,Monday,1,Moderate,Cloudy,Wet,Bus,None,No Injury,Speeding,None,0,0,27th Main Road,31497,29.58,45.3,0,36.03,67.39
158,1/25/2023 10:36,Jayanagar,12.994844,77.701529,Wednesday,10,Heavy,Cloudy,Potholes,Auto Rickshaw,Moderate,Minor,Ignoring Signal,None,0,2,4th Block Complex,42018,22.89,63.53,1,70.2,54.55
159,10/3/2023 10:12,HSR Layout,12.945877,77.692132,Tuesday,10,Very Heavy,Raining,Dry,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,27th Main Road,35875,19.25,52.09,2,39.02,65.78
160,12/15/2023 4:52,Jayanagar,13.012818,77.695567,Friday,4,Moderate,Haze,Wet,Car,Moderate,Minor,Drunk Driving,None,0,2,South End Circle,42314,14.41,70.1,0,68.65,86.61
161,6/21/2023 4:18,Koramangala,12.837161,77.528774,Wednesday,4,Light,Foggy,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Sony World Junction,26547,37.28,41.43,0,57.09,80.19
162,2/5/2023 1:47,Koramangala,13.065081,77.728196,Sunday,1,Light,Haze,Wet,Motorcycle,Minor,Minor,Drunk Driving,None,0,2,Sony World Junction,53531,14.7,92.63,0,64.36,85.31
163,6/14/2023 19:34,Indiranagar,13.120928,77.543792,Wednesday,19,Very Heavy,Overcast,Potholes,Bicycle,Minor,Minor,Distracted Driving,None,0,1,100 Feet Road,50690,12.48,76.98,0,30.62,90.33
164,10/30/2023 17:25,Indiranagar,13.076265,77.68975,Monday,17,Very Heavy,Clear,Dry,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,100 Feet Road,42206,16.93,65.12,0,53.16,95.8
165,9/4/2023 22:01,Whitefield,12.956059,77.622522,Monday,22,Light,Foggy,Dry,Car,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,30402,30.6,40.73,0,66.32,59.24
166,3/20/2023 20:07,Jayanagar,12.991742,77.606301,Monday,20,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,4th Block Complex,29274,29.73,51.13,0,32.64,93.22
167,10/10/2023 18:23,HSR Layout,12.9588,77.536764,Tuesday,18,Very Heavy,Raining,Under Construction,Truck,Minor,Minor,Drunk Driving,No Helmet,0,2,Outer Ring Road,10845,47.18,30,1,67.53,66.73
168,11/5/2023 16:23,Jayanagar,12.892778,77.535867,Sunday,16,Moderate,Raining,Potholes,Bicycle,Minor,Minor,Ignoring Signal,None,0,2,4th Block Complex,58404,9.74,100,3,57.7,98.54
169,7/13/2023 17:50,Jayanagar,12.967102,77.554767,Thursday,17,Heavy,Clear,Potholes,Truck,Minor,Minor,Distracted Driving,Jumping Signal,0,2,South End Circle,27573,29.42,42.5,1,33.7,77.46
170,4/27/2023 3:28,Indiranagar,12.934957,77.497407,Thursday,3,Moderate,Cloudy,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,No Helmet,0,2,CMH Road,57818,7.55,100,0,31.92,79.77
171,5/31/2023 6:50,Koramangala,12.873726,77.678133,Wednesday,6,Moderate,Foggy,Dry,Motorcycle,Severe,Serious,Speeding,No Helmet,0,1,Sony World Junction,34023,27.77,47.64,0,42.47,53.88
172,6/8/2023 19:43,Whitefield,13.091306,77.544367,Thursday,19,Very Heavy,Overcast,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,1,ITPL Main Road,37705,18.88,59.02,0,59.9,80.32
173,2/23/2023 15:03,Koramangala,13.024952,77.505904,Thursday,15,Light,Foggy,Potholes,Car,Moderate,Minor,Speeding,None,0,2,Sony World Junction,23492,38.17,42.56,1,55.3,76.12
174,3/8/2023 14:40,HSR Layout,13.026049,77.588345,Wednesday,14,Light,Foggy,Wet,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Outer Ring Road,24034,36.71,34.2,0,63.56,57.2
175,8/25/2023 18:24,Indiranagar,13.05589,77.462819,Friday,18,Very Heavy,Raining,Potholes,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,2,100 Feet Road,34284,24.14,52.36,1,39.67,97.39
176,3/24/2023 3:31,Jayanagar,13.007843,77.477611,Friday,3,Moderate,Clear,Under Construction,Motorcycle,Moderate,Serious,Speeding,None,0,4,4th Block Complex,5051,58.35,30,0,84.82,51.41
177,5/16/2023 3:15,Jayanagar,13.09731,77.679116,Tuesday,3,Moderate,Clear,Potholes,Motorcycle,Severe,Serious,Drunk Driving,None,0,2,South End Circle,9809,49.8,30,0,62.81,57.71
178,11/27/2023 9:09,Indiranagar,12.964306,77.591437,Monday,9,Very Heavy,Foggy,Dry,Motorcycle,None,No Injury,Ignoring Signal,Overspeeding,0,0,100 Feet Road,45626,9.42,71.92,1,76.29,87.59
179,8/15/2023 19:35,Jayanagar,12.961,77.61703,Tuesday,19,Very Heavy,Raining,Potholes,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,40708,17.7,61.96,0,82.68,99
180,12/4/2023 6:45,Whitefield,12.9498,77.725132,Monday,6,Light,Foggy,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,None,0,2,Marathahalli Bridge,13635,47.61,30,0,77.11,72.42
181,11/20/2023 13:14,Koramangala,12.913678,77.608027,Monday,13,Light,Clear,Under Construction,Car,Moderate,Serious,Distracted Driving,Jumping Signal,0,4,80 Feet Road,11992,43.26,30,1,81.09,78.57
182,7/16/2023 19:27,Jayanagar,12.956962,77.663447,Sunday,19,Very Heavy,Clear,Dry,Bicycle,Moderate,Minor,Speeding,No Helmet,0,1,4th Block Complex,42347,12.73,65.64,0,66.42,85.68
183,3/7/2023 17:11,Indiranagar,13.118649,77.503251,Tuesday,17,Very Heavy,Haze,Dry,Car,Moderate,Minor,Distracted Driving,None,0,1,CMH Road,10566,54.36,30,0,44.01,97.05
184,6/10/2023 9:56,Indiranagar,13.113096,77.47365,Saturday,9,Heavy,Cloudy,Wet,Car,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,CMH Road,17463,37.78,30,0,36.52,82.11
185,3/9/2023 21:25,Koramangala,12.852322,77.560751,Thursday,21,Light,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,2,Sony World Junction,54161,13.86,90.28,0,48.9,95.58
186,9/21/2023 13:01,HSR Layout,13.018867,77.469945,Thursday,13,Light,Clear,Under Construction,Bus,Moderate,Serious,Ignoring Signal,Jumping Signal,0,4,Outer Ring Road,42149,13.67,64.59,1,43.85,63.5
187,3/5/2023 18:21,Indiranagar,12.997485,77.580479,Sunday,18,Heavy,Raining,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,CMH Road,52372,11.28,84.61,0,56.06,80.33
188,12/16/2023 0:01,Koramangala,12.830085,77.569435,Saturday,0,Moderate,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,26896,35.55,41.88,0,56.73,84.64
189,2/18/2023 11:16,Indiranagar,13.019408,77.495567,Saturday,11,Heavy,Overcast,Dry,Truck,Minor,Minor,Ignoring Signal,None,0,2,100 Feet Road,24103,36.45,42.5,0,84.8,53.15
190,10/31/2023 15:26,Jayanagar,12.945021,77.63795,Tuesday,15,Moderate,Raining,Under Construction,Bus,Minor,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,59834,6.72,94.52,0,34.17,91.9
191,3/30/2023 18:49,Whitefield,13.009268,77.68897,Thursday,18,Very Heavy,Raining,Wet,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,Marathahalli Bridge,43079,14.06,68.9,1,37.19,53.7
192,11/26/2023 1:19,Koramangala,13.087374,77.727917,Sunday,1,Moderate,Haze,Potholes,Car,Severe,Serious,Speeding,Jumping Signal,0,4,80 Feet Road,47535,12.64,79.22,1,76.75,76.99
193,7/10/2023 1:55,Koramangala,13.046138,77.524552,Monday,1,Moderate,Raining,Dry,Auto Rickshaw,Severe,Fatal,Distracted Driving,Overspeeding,1,2,Sony World Junction,56433,11.77,97.44,0,37.95,90.76
194,11/14/2023 7:41,Jayanagar,13.076972,77.568888,Tuesday,7,Light,Cloudy,Wet,Motorcycle,Minor,Minor,Distracted Driving,None,0,1,4th Block Complex,49724,10.6,80.9,0,37.97,53.31
195,3/2/2023 19:04,HSR Layout,12.935329,77.658058,Thursday,19,Very Heavy,Overcast,Wet,Bicycle,None,No Injury,Speeding,None,0,0,Outer Ring Road,14741,46.5,30,0,47.12,70.7
196,10/23/2023 7:06,HSR Layout,12.996924,77.536656,Monday,7,Moderate,Raining,Dry,Car,None,No Injury,Speeding,Jumping Signal,0,0,Outer Ring Road,19456,37.61,34.21,0,45.03,97.18
197,9/20/2023 15:53,Koramangala,12.962367,77.727318,Wednesday,15,Moderate,Overcast,Dry,Bicycle,Moderate,Minor,Drunk Driving,None,0,1,Sony World Junction,49008,6.02,80.19,0,47.18,84.89
198,1/17/2023 23:26,Koramangala,12.884816,77.733461,Tuesday,23,Light,Overcast,Wet,Bus,Severe,Serious,Speeding,Jumping Signal,0,4,Sony World Junction,34736,27.32,57.44,0,83.98,83.38
199,6/25/2023 13:44,Jayanagar,13.117058,77.598869,Sunday,13,Moderate,Haze,Dry,Truck,Minor,Minor,Speeding,Overspeeding,0,1,South End Circle,39920,23.6,58.2,0,35.98,66.7
200,10/2/2023 21:58,Jayanagar,12.850757,77.54115,Monday,21,Moderate,Clear,Potholes,Bicycle,Moderate,Serious,Distracted Driving,None,0,4,South End Circle,17108,41.8,30,0,72.47,83.77
201,11/28/2023 7:19,Jayanagar,12.946052,77.452423,Tuesday,7,Light,Clear,Potholes,Truck,Severe,Serious,Distracted Driving,No Helmet,0,2,4th Block Complex,43291,17.84,69.74,0,55.1,61.27
202,11/19/2023 11:38,Jayanagar,13.035759,77.581076,Sunday,11,Very Heavy,Raining,Potholes,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,51685,14.2,88.63,0,73.44,66.55
203,12/1/2023 22:49,Jayanagar,13.015,77.66552,Friday,22,Moderate,Overcast,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,South End Circle,49513,9.12,83.42,4,81.21,97.79
204,10/8/2023 23:10,Indiranagar,13.048751,77.597405,Sunday,23,Light,Overcast,Wet,Bicycle,Minor,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,7569,54.91,30,1,51.6,69.41
205,12/2/2023 17:33,Indiranagar,13.118671,77.667656,Saturday,17,Heavy,Cloudy,Wet,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,CMH Road,18247,37.39,32.67,0,39.98,82.09
206,3/29/2023 2:39,Koramangala,12.951638,77.740527,Wednesday,2,Light,Clear,Under Construction,Bicycle,Minor,Minor,Distracted Driving,None,0,1,80 Feet Road,23562,40.6,44.19,0,31.35,89.63
207,5/1/2023 8:29,Indiranagar,12.830501,77.618784,Monday,8,Heavy,Clear,Under Construction,Motorcycle,Severe,Serious,Drunk Driving,None,0,1,CMH Road,32676,26.67,55.59,0,56.7,87.16
208,5/10/2023 14:36,Koramangala,12.913983,77.562394,Wednesday,14,Light,Overcast,Wet,Car,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,80 Feet Road,21685,34.78,30,0,67.45,66.35
209,2/17/2023 19:57,Indiranagar,12.913772,77.651858,Friday,19,Very Heavy,Raining,Dry,Truck,Severe,Fatal,Ignoring Signal,Overspeeding,1,3,100 Feet Road,57939,9.75,98.62,0,53.49,74.29
210,1/29/2023 8:51,Indiranagar,12.934636,77.715756,Sunday,8,Heavy,Raining,Under Construction,Bus,Severe,Fatal,Distracted Driving,No Helmet,1,3,CMH Road,33347,24.23,57.55,0,45.04,65.55
211,5/9/2023 18:46,Whitefield,13.062102,77.587188,Tuesday,18,Heavy,Raining,Potholes,Auto Rickshaw,Moderate,Serious,Drunk Driving,None,0,2,Marathahalli Bridge,57148,8.52,91.99,0,76.41,62.54
212,1/30/2023 4:00,Koramangala,12.833302,77.525276,Monday,4,Light,Haze,Dry,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,2,80 Feet Road,23763,33.98,30,0,38.61,84.4
213,10/16/2023 7:00,Indiranagar,12.891625,77.719709,Monday,7,Light,Cloudy,Dry,Truck,Moderate,Minor,Speeding,Overspeeding,0,2,CMH Road,19289,40.26,33.33,2,52.89,60.33
214,4/28/2023 23:16,HSR Layout,12.96761,77.520486,Friday,23,Moderate,Haze,Dry,Auto Rickshaw,Moderate,Minor,Distracted Driving,Overspeeding,0,1,Outer Ring Road,14830,40.59,30,1,37.91,83.37
215,2/28/2023 22:44,Indiranagar,12.834764,77.684563,Tuesday,22,Light,Foggy,Potholes,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,51785,9.6,79.51,3,68.97,52.63
216,5/6/2023 8:04,Jayanagar,13.077816,77.645618,Saturday,8,Heavy,Foggy,Potholes,Truck,Minor,Minor,Ignoring Signal,No Helmet,0,2,4th Block Complex,44018,17.57,77.51,0,56.28,76.08
217,12/23/2023 23:48,Indiranagar,13.065601,77.588468,Saturday,23,Light,Clear,Potholes,Truck,Moderate,Minor,Speeding,Jumping Signal,0,2,CMH Road,40953,19.54,66.88,1,42.5,77.27
218,12/14/2023 22:31,Koramangala,12.871445,77.538757,Thursday,22,Moderate,Clear,Wet,Car,Moderate,Minor,Speeding,Jumping Signal,0,1,80 Feet Road,30445,31.47,44.96,0,40.36,66.56
219,5/1/2023 3:54,Whitefield,12.919792,77.650616,Monday,3,Moderate,Cloudy,Under Construction,Auto Rickshaw,Moderate,Serious,Drunk Driving,Overspeeding,0,3,Marathahalli Bridge,45570,11.96,67.04,0,58.96,87.12
220,12/6/2023 15:35,Jayanagar,12.872443,77.618005,Wednesday,15,Light,Haze,Under Construction,Motorcycle,Minor,Minor,Speeding,No Helmet,0,1,4th Block Complex,54480,5.92,83.56,1,40.66,99.76
221,10/24/2023 5:40,Whitefield,12.821839,77.659337,Tuesday,5,Moderate,Foggy,Dry,Bicycle,Moderate,Serious,Speeding,None,0,4,Marathahalli Bridge,31964,29.61,57.65,0,79.96,99.77
222,11/10/2023 19:12,Koramangala,13.050804,77.68895,Friday,19,Very Heavy,Cloudy,Under Construction,Motorcycle,None,No Injury,Drunk Driving,Overspeeding,0,0,80 Feet Road,27746,34.2,50.64,0,61.31,76.84
223,12/8/2023 22:11,Whitefield,12.943331,77.532367,Friday,22,Moderate,Cloudy,Under Construction,Car,None,No Injury,Speeding,None,0,0,ITPL Main Road,58599,9.06,93.81,2,37.43,99.77
224,5/27/2023 19:58,Jayanagar,12.834625,77.683177,Saturday,19,Very Heavy,Raining,Dry,Bicycle,Moderate,Minor,Ignoring Signal,None,0,2,South End Circle,10172,47.41,30,0,57.99,52.28
225,10/23/2023 10:53,Koramangala,13.056687,77.570809,Monday,10,Heavy,Overcast,Wet,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,1,80 Feet Road,18160,40.47,32.99,0,75.81,75.94
226,10/22/2023 15:21,Koramangala,13.102673,77.576882,Sunday,15,Moderate,Foggy,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,No Helmet,0,1,80 Feet Road,52152,14.99,87.08,1,68.38,88.68
227,5/25/2023 0:12,Indiranagar,12.922093,77.573514,Thursday,0,Light,Clear,Dry,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,CMH Road,6633,51.01,30,0,76.33,77.39
228,4/20/2023 16:43,HSR Layout,12.932521,77.62369,Thursday,16,Moderate,Clear,Potholes,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,2,Outer Ring Road,58417,9.23,91.1,0,63.68,67.15
229,3/27/2023 9:33,Jayanagar,13.102453,77.706422,Monday,9,Very Heavy,Cloudy,Wet,Motorcycle,Moderate,Minor,Speeding,Jumping Signal,0,2,South End Circle,12574,44.46,30,0,55.06,81.3
230,8/14/2023 1:08,Whitefield,12.886023,77.47267,Monday,1,Moderate,Cloudy,Dry,Motorcycle,None,No Injury,Speeding,No Helmet,0,0,ITPL Main Road,28998,26.57,46.86,1,74.35,65.84
231,9/20/2023 8:07,Indiranagar,13.10979,77.533268,Wednesday,8,Heavy,Overcast,Potholes,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,100 Feet Road,17220,38.15,30,1,58.03,78.4
232,5/14/2023 7:38,Indiranagar,13.07869,77.565989,Sunday,7,Moderate,Foggy,Dry,Bus,None,No Injury,Drunk Driving,Overspeeding,0,0,100 Feet Road,53540,5.39,79.68,4,45.92,79.31
233,1/1/2023 21:20,Koramangala,13.101604,77.590523,Sunday,21,Light,Cloudy,Potholes,Truck,Severe,Serious,Drunk Driving,No Helmet,0,4,Sony World Junction,6811,58.11,30,0,34.3,62.58
234,8/23/2023 10:53,HSR Layout,12.893616,77.662439,Wednesday,10,Heavy,Haze,Wet,Truck,Moderate,Minor,Speeding,None,0,2,Outer Ring Road,27472,34,35.87,1,62.64,61.91
235,6/3/2023 4:51,Indiranagar,12.856945,77.457982,Saturday,4,Moderate,Clear,Potholes,Motorcycle,Severe,Serious,Speeding,Jumping Signal,0,2,100 Feet Road,6462,56.19,30,2,78.37,50.04
236,11/11/2023 0:55,HSR Layout,12.940858,77.732796,Saturday,0,Light,Haze,Dry,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,1,Outer Ring Road,14812,47.24,30,0,81.21,54.27
237,4/16/2023 4:36,Koramangala,12.956822,77.669035,Sunday,4,Light,Haze,Under Construction,Truck,Moderate,Minor,Distracted Driving,None,0,2,Sony World Junction,9540,51.25,30,0,69.6,87.11
238,5/28/2023 15:57,HSR Layout,12.883966,77.673204,Sunday,15,Moderate,Overcast,Potholes,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Outer Ring Road,35950,27.46,62.08,0,74.38,84.85
239,6/17/2023 22:36,HSR Layout,13.031322,77.690004,Saturday,22,Light,Raining,Dry,Bus,Minor,Minor,Drunk Driving,Overspeeding,0,2,27th Main Road,18827,43.82,33.12,0,42.15,75.46
240,11/13/2023 17:57,Indiranagar,12.978671,77.700804,Monday,17,Heavy,Clear,Dry,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,2,CMH Road,32437,25.45,56.19,1,67.26,67.6
241,3/29/2023 8:25,Koramangala,13.062482,77.51771,Wednesday,8,Very Heavy,Raining,Potholes,Bus,Severe,Serious,Speeding,None,0,3,80 Feet Road,23562,40.6,44.19,0,31.35,89.63
242,2/13/2023 21:11,Koramangala,12.861058,77.461308,Monday,21,Light,Overcast,Dry,Car,Minor,Minor,Ignoring Signal,None,0,2,80 Feet Road,36831,24.33,62.99,0,42.22,62.73
243,5/4/2023 11:50,Koramangala,13.113311,77.657065,Thursday,11,Very Heavy,Cloudy,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,Sony World Junction,15080,44.82,30,4,73.52,84.83
244,4/21/2023 9:42,Koramangala,13.06217,77.731234,Friday,9,Very Heavy,Foggy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,1,80 Feet Road,18930,41.02,35.25,0,50.04,68.37
245,10/6/2023 5:40,Koramangala,12.876876,77.687857,Friday,5,Moderate,Cloudy,Wet,Car,Severe,Serious,Speeding,None,0,4,80 Feet Road,42208,13.12,69.81,0,52.29,59.7
246,11/10/2023 7:28,Koramangala,12.920711,77.603156,Friday,7,Light,Clear,Wet,Auto Rickshaw,Moderate,Minor,Drunk Driving,None,0,1,80 Feet Road,27746,34.2,50.64,0,61.31,76.84
